iteration,0,1
0,30605,26472
10,30711,26366
20,30463,26614
30,30686,26391
40,30725,26352
50,30711,26366
60,30681,26396
70,30726,26351
80,30819,26258
90,30651,26426
100,30554,26523
110,30550,26527
120,30358,26719
130,30515,26562
140,30655,26422
150,30690,26387
160,30696,26381
170,30717,26360
180,30623,26454
190,30794,26283
200,30629,26448
210,30818,26259
220,30576,26501
230,30577,26500
240,30573,26504
250,30617,26460
260,30541,26536
270,30698,26379
280,30776,26301
290,30774,26303
300,30739,26338
310,30475,26602
320,30684,26393
330,30723,26354
340,30677,26400
350,30333,26744
360,30624,26453
370,30645,26432
380,30732,26345
390,30609,26468
400,30840,26237
410,30289,26788
420,30388,26689
430,30903,26174
440,30434,26643
450,30626,26451
460,30659,26418
470,30613,26464
480,30675,26402
490,30687,26390
500,30449,26628
510,30532,26545
520,30681,26396
530,30495,26582
540,30559,26518
550,30606,26471
560,30676,26401
570,30686,26391
580,30296,26781
590,30606,26471
600,30664,26413
610,30550,26527
620,30722,26355
630,30514,26563
640,30550,26527
650,30604,26473
660,30602,26475
670,30607,26470
680,30500,26577
690,30664,26413
700,30648,26429
710,30660,26417
720,30635,26442
730,30551,26526
740,30451,26626
750,30517,26560
760,30682,26395
770,30655,26422
780,30657,26420
790,30608,26469
800,30701,26376
810,30558,26519
820,30770,26307
830,30622,26455
840,30638,26439
850,30655,26422
860,30637,26440
870,30703,26374
880,30781,26296
890,30495,26582
900,30771,26306
910,30605,26472
920,30787,26290
930,30576,26501
940,30625,26452
950,30709,26368
960,30705,26372
970,30590,26487
980,30523,26554
990,30580,26497
1000,30604,26473
1010,30668,26409
1020,30688,26389
1030,30484,26593
1040,30635,26442
1050,30631,26446
1060,30480,26597
1070,30615,26462
1080,30490,26587
1090,30623,26454
1100,30575,26502
1110,30647,26430
1120,30660,26417
1130,30576,26501
1140,30802,26275
1150,30733,26344
1160,30482,26595
1170,30698,26379
1180,30538,26539
1190,30772,26305
1200,30468,26609
1210,30529,26548
1220,30662,26415
1230,30699,26378
1240,30571,26506
1250,30384,26693
1260,30616,26461
1270,30724,26353
1280,30618,26459
1290,30605,26472
1300,30615,26462
1310,30621,26456
1320,30673,26404
1330,30634,26443
1340,30714,26363
1350,30616,26461
1360,30597,26480
1370,30576,26501
1380,30574,26503
1390,30616,26461
1400,30735,26342
1410,30598,26479
1420,30703,26374
1430,30629,26448
1440,30431,26646
1450,30651,26426
1460,30684,26393
1470,30597,26480
1480,30566,26511
1490,30630,26447
1500,30764,26313
1510,30699,26378
1520,30760,26317
1530,30569,26508
1540,30576,26501
1550,30561,26516
1560,30661,26416
1570,30641,26436
1580,30546,26531
1590,30483,26594
1600,30456,26621
1610,30589,26488
1620,30444,26633
1630,30592,26485
1640,30591,26486
1650,30562,26515
1660,30548,26529
1670,30419,26658
1680,30480,26597
1690,30630,26447
1700,30490,26587
1710,30648,26429
1720,30674,26403
1730,30757,26320
1740,30518,26559
1750,30639,26438
1760,30480,26597
1770,30354,26723
1780,30678,26399
1790,30628,26449
1800,30439,26638
1810,30600,26477
1820,30544,26533
1830,30618,26459
1840,30691,26386
1850,30567,26510
1860,30597,26480
1870,30698,26379
1880,30644,26433
1890,30522,26555
1900,30433,26644
1910,30682,26395
1920,30563,26514
1930,30735,26342
1940,30534,26543
1950,30458,26619
1960,30623,26454
1970,30759,26318
1980,30649,26428
1990,30666,26411
2000,30685,26392
2010,30735,26342
2020,30613,26464
2030,30594,26483
2040,30491,26586
2050,30595,26482
2060,30779,26298
2070,30699,26378
2080,30580,26497
2090,30461,26616
2100,30560,26517
2110,30539,26538
2120,30606,26471
2130,30484,26593
2140,30597,26480
2150,30392,26685
2160,30645,26432
2170,30628,26449
2180,30538,26539
2190,30639,26438
2200,30570,26507
2210,30532,26545
2220,30487,26590
2230,30738,26339
2240,30741,26336
2250,30511,26566
2260,30763,26314
2270,30554,26523
2280,30782,26295
2290,30470,26607
2300,30692,26385
2310,30784,26293
2320,30732,26345
2330,30661,26416
2340,30466,26611
2350,30674,26403
2360,30692,26385
2370,30793,26284
2380,30620,26457
2390,30688,26389
2400,30581,26496
2410,30765,26312
2420,30692,26385
2430,30670,26407
2440,30591,26486
2450,30660,26417
2460,30693,26384
2470,30554,26523
2480,30729,26348
2490,30543,26534
2500,30641,26436
2510,30722,26355
2520,30567,26510
2530,30750,26327
2540,30764,26313
2550,30387,26690
2560,30721,26356
2570,30582,26495
2580,30651,26426
2590,30752,26325
2600,30595,26482
2610,30746,26331
2620,30507,26570
2630,30597,26480
2640,30594,26483
2650,30514,26563
2660,30666,26411
2670,30635,26442
2680,30667,26410
2690,30678,26399
2700,30626,26451
2710,30619,26458
2720,30499,26578
2730,30508,26569
2740,30730,26347
2750,30693,26384
2760,30603,26474
2770,30643,26434
2780,30591,26486
2790,30667,26410
2800,30637,26440
2810,30585,26492
2820,30533,26544
2830,30582,26495
2840,30433,26644
2850,30488,26589
2860,30441,26636
2870,30671,26406
2880,30651,26426
2890,30653,26424
2900,30577,26500
2910,30721,26356
2920,30568,26509
2930,30642,26435
2940,30542,26535
2950,30633,26444
2960,30712,26365
2970,30522,26555
2980,30658,26419
2990,30647,26430
3000,30537,26540
3010,30585,26492
3020,30552,26525
3030,30605,26472
