iteration,0
0,57077
10,57077
20,57077
30,57077
40,57077
50,57077
60,57077
70,57077
80,57077
90,57077
100,57077
110,57077
120,57077
130,57077
140,57077
150,57077
160,57077
170,57077
180,57077
190,57077
200,57077
210,57077
220,57077
230,57077
240,57077
250,57077
260,57077
270,57077
280,57077
290,57077
300,57077
310,57077
320,57077
330,57077
340,57077
350,57077
360,57077
370,57077
380,57077
390,57077
400,57077
410,57077
420,57077
430,57077
440,57077
450,57077
460,57077
470,57077
480,57077
490,57077
500,57077
510,57077
520,57077
530,57077
540,57077
550,57077
560,57077
570,57077
580,57077
590,57077
600,57077
610,57077
620,57077
630,57077
640,57077
650,57077
660,57077
670,57077
680,57077
690,57077
700,57077
710,57077
720,57077
730,57077
740,57077
750,57077
760,57077
770,57077
780,57077
790,57077
800,57077
810,57077
820,57077
830,57077
840,57077
850,57077
860,57077
870,57077
880,57077
890,57077
900,57077
910,57077
920,57077
930,57077
940,57077
950,57077
960,57077
970,57077
980,57077
990,57077
1000,57077
1010,57077
1020,57077
1030,57077
1040,57077
1050,57077
1060,57077
1070,57077
1080,57077
1090,57077
1100,57077
1110,57077
1120,57077
1130,57077
1140,57077
1150,57077
1160,57077
1170,57077
1180,57077
1190,57077
1200,57077
1210,57077
1220,57077
1230,57077
1240,57077
1250,57077
1260,57077
1270,57077
1280,57077
1290,57077
1300,57077
1310,57077
1320,57077
1330,57077
1340,57077
1350,57077
1360,57077
1370,57077
1380,57077
1390,57077
1400,57077
1410,57077
1420,57077
1430,57077
1440,57077
1450,57077
1460,57077
1470,57077
1480,57077
1490,57077
1500,57077
1510,57077
1520,57077
1530,57077
1540,57077
1550,57077
1560,57077
1570,57077
1580,57077
1590,57077
1600,57077
1610,57077
1620,57077
1630,57077
1640,57077
1650,57077
1660,57077
1670,57077
1680,57077
1690,57077
1700,57077
1710,57077
1720,57077
1730,57077
1740,57077
1750,57077
1760,57077
1770,57077
1780,57077
1790,57077
1800,57077
1810,57077
1820,57077
1830,57077
1840,57077
1850,57077
1860,57077
1870,57077
1880,57077
1890,57077
1900,57077
1910,57077
1920,57077
1930,57077
1940,57077
1950,57077
1960,57077
1970,57077
1980,57077
1990,57077
2000,57077
2010,57077
2020,57077
2030,57077
2040,57077
2050,57077
2060,57077
2070,57077
2080,57077
2090,57077
2100,57077
2110,57077
2120,57077
2130,57077
2140,57077
2150,57077
2160,57077
2170,57077
2180,57077
2190,57077
2200,57077
2210,57077
2220,57077
2230,57077
2240,57077
2250,57077
2260,57077
2270,57077
2280,57077
2290,57077
2300,57077
2310,57077
2320,57077
2330,57077
2340,57077
2350,57077
2360,57077
2370,57077
2380,57077
2390,57077
2400,57077
2410,57077
2420,57077
2430,57077
2440,57077
2450,57077
2460,57077
2470,57077
2480,57077
2490,57077
2500,57077
2510,57077
2520,57077
2530,57077
2540,57077
2550,57077
2560,57077
2570,57077
2580,57077
2590,57077
2600,57077
2610,57077
2620,57077
2630,57077
2640,57077
2650,57077
2660,57077
2670,57077
2680,57077
2690,57077
2700,57077
2710,57077
2720,57077
2730,57077
2740,57077
2750,57077
2760,57077
2770,57077
2780,57077
2790,57077
2800,57077
2810,57077
2820,57077
2830,57077
2840,57077
2850,57077
2860,57077
2870,57077
