iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1540719140336,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1540719147843,35817,-9.386984561e+05,244,240,361,434,88,115,55615,1443,18,1,0,0,0
20,1540719154871,34428,-9.494631378e+05,323,395,732,1196,67,132,54289,2731,57,0,0,0,0
30,1540719160187,32976,-9.634257881e+05,372,559,1352,2334,76,140,52405,4513,157,2,0,0,0
40,1540719165951,31476,-9.776055018e+05,423,719,1982,3616,82,145,50433,6329,307,8,0,0,0
50,1540719171134,30265,-9.871430940e+05,454,821,2459,4590,70,139,49008,7614,446,9,0,0,0
60,1540719177137,29409,-9.948090893e+05,473,903,2929,5311,70,123,47899,8556,613,9,0,0,0
70,1540719181753,28854,-9.987504310e+05,476,993,3147,5716,57,102,47319,9048,687,23,0,0,0
80,1540719186897,28416,-1.001782852e+06,484,1063,3364,5972,47,89,46875,9400,787,15,0,0,0
90,1540719191354,28241,-1.004255082e+06,564,1129,3425,6138,52,90,46497,9782,778,20,0,0,0
100,1540719199254,28067,-1.005682553e+06,599,1154,3534,6223,59,87,46357,9811,882,27,0,0,0
110,1540719203565,27844,-1.005480736e+06,578,1211,3567,6262,40,82,46235,9970,846,26,0,0,0
120,1540719208407,27817,-1.006576376e+06,607,1180,3593,6378,47,75,46074,10143,843,17,0,0,0
130,1540719212617,27836,-1.007216447e+06,563,1267,3598,6389,35,65,46097,10064,895,21,0,0,0
140,1540719217726,27792,-1.006964831e+06,561,1294,3652,6294,56,54,46106,10044,914,13,0,0,0
150,1540719222073,27700,-1.008644509e+06,636,1352,3712,6351,36,58,45909,10218,923,27,0,0,0
160,1540719226678,27736,-1.008432360e+06,625,1390,3741,6273,51,70,45938,10152,963,24,0,0,0
170,1540719230942,27692,-1.007481216e+06,599,1438,3728,6170,45,66,45987,10150,924,16,0,0,0
180,1540719236033,27729,-1.008311761e+06,639,1433,3767,6188,48,53,45934,10185,931,27,0,0,0
190,1540719240241,27693,-1.008238452e+06,563,1464,3811,6142,51,55,45934,10224,896,22,1,0,0
200,1540719246361,27661,-1.008069394e+06,583,1496,3824,6080,52,66,45988,10103,960,26,0,0,0
210,1540719250740,27684,-1.007703732e+06,566,1520,3746,6089,44,70,45964,10207,890,16,0,0,0
220,1540719255586,27529,-1.009319399e+06,627,1631,3815,6090,57,72,45766,10362,917,32,0,0,0
230,1540719259910,27473,-1.009210939e+06,617,1669,3893,6006,54,72,45721,10427,903,26,0,0,0
240,1540719264943,27517,-1.009151163e+06,617,1605,3911,6013,41,72,45771,10375,909,22,0,0,0
250,1540719269391,27567,-1.009521839e+06,629,1618,3922,6001,48,66,45764,10360,935,18,0,0,0
260,1540719274340,27560,-1.009581461e+06,633,1562,3956,6076,61,59,45707,10418,927,25,0,0,0
270,1540719278711,27440,-1.009509684e+06,631,1596,3967,6056,48,49,45770,10297,981,28,1,0,0
280,1540719283638,27424,-1.010166814e+06,603,1651,4086,6041,52,68,45614,10453,982,28,0,0,0
290,1540719287983,27564,-1.009141456e+06,710,1588,4038,5880,59,60,45739,10364,951,23,0,0,0
300,1540719293692,27549,-1.008781841e+06,616,1555,4080,5851,44,61,45865,10239,951,22,0,0,0
310,1540719297668,27631,-1.008313487e+06,642,1536,4045,5854,48,84,45861,10249,941,26,0,0,0
320,1540719302512,27553,-1.009797365e+06,703,1651,4106,5808,48,71,45708,10383,954,32,0,0,0
330,1540719306470,27514,-1.009609006e+06,720,1692,4015,5811,63,64,45699,10421,927,30,0,0,0
340,1540719311320,27481,-1.010089672e+06,707,1733,4124,5806,40,76,45629,10430,998,20,0,0,0
350,1540719315657,27364,-1.011266285e+06,707,1794,4115,5878,50,62,45488,10603,956,29,1,0,0
360,1540719321112,27340,-1.011712000e+06,746,1785,4088,5935,53,76,45479,10536,1039,23,0,0,0
370,1540719325147,27424,-1.010593800e+06,697,1820,4023,5890,48,54,45586,10484,973,34,0,0,0
380,1540719329878,27308,-1.011146119e+06,713,1873,3968,6010,59,44,45518,10474,1062,23,0,0,0
390,1540719334455,27388,-1.011366257e+06,724,1903,4023,5918,54,45,45529,10457,1064,26,1,0,0
400,1540719340021,27494,-1.010005216e+06,707,1846,3882,5916,40,55,45629,10472,954,22,0,0,0
410,1540719344441,27493,-1.010233306e+06,767,1780,3991,5891,40,46,45624,10426,993,33,1,0,0
420,1540719349703,27357,-1.010197917e+06,731,1859,3933,5920,63,51,45558,10507,986,26,0,0,0
430,1540719354314,27427,-1.010828221e+06,699,1874,4078,5862,47,59,45526,10515,1004,32,0,0,0
440,1540719359192,27432,-1.009509223e+06,651,1842,4097,5767,46,56,45687,10346,1019,25,0,0,0
