iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1545016133265,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1545016139999,35668,-9.409966461e+05,311,201,337,756,92,116,55299,1743,35,0,0,0,0
20,1545016146762,33555,-9.577537738e+05,328,353,755,2503,66,98,53075,3902,99,1,0,0,0
30,1545016154332,31319,-9.774832242e+05,413,469,1168,4874,75,132,50175,6673,229,0,0,0,0
40,1545016161381,29783,-9.894456285e+05,417,568,1507,6419,100,115,48380,8274,417,6,0,0,0
50,1545016168144,28892,-9.961242299e+05,414,665,1802,7200,67,103,47365,9183,519,10,0,0,0
60,1545016175193,28496,-9.997289233e+05,518,782,2066,7409,61,89,46821,9602,640,13,1,0,0
70,1545016182087,28287,-1.001303381e+06,438,834,2237,7388,59,74,46697,9737,636,7,0,0,0
80,1545016189183,28122,-1.003025516e+06,492,886,2499,7326,59,68,46501,9835,728,13,0,0,0
90,1545016196115,27945,-1.005188058e+06,535,922,2700,7378,66,60,46239,10032,789,17,0,0,0
100,1545016204549,27872,-1.006146170e+06,526,982,2885,7262,41,76,46096,10199,773,9,0,0,0
110,1545016211723,27760,-1.006619089e+06,531,1035,3097,7098,54,79,46055,10169,834,19,0,0,0
120,1545016218850,27777,-1.007036452e+06,558,1074,3174,7048,56,67,45998,10208,844,27,0,0,0
130,1545016225679,27737,-1.007652328e+06,527,1051,3371,7013,61,70,45855,10375,823,24,0,0,0
140,1545016232660,27778,-1.006476681e+06,545,1076,3324,6879,46,63,46029,10176,859,13,0,0,0
150,1545016239513,27617,-1.006967110e+06,541,1101,3447,6745,65,57,46024,10177,849,27,0,0,0
160,1545016246391,27570,-1.007858376e+06,614,1121,3527,6749,70,63,45856,10315,890,15,1,0,0
170,1545016253217,27543,-1.008389895e+06,549,1187,3550,6781,62,66,45806,10362,894,15,0,0,0
