iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21409,20023,10224,5129,245,43,4,0,0,0,0,0
20,23522,17078,10217,5602,553,83,22,0,0,0,0,0
30,25758,13918,10372,5923,931,134,38,2,0,0,1,0
40,27294,11934,10181,6197,1232,186,43,7,2,1,0,0
50,28185,10845,9994,6364,1379,241,56,10,2,1,0,0
60,28581,10436,9824,6404,1479,272,64,15,2,0,0,0
70,28790,10135,9919,6292,1570,296,58,16,1,0,0,0
80,28955,9892,9923,6351,1583,301,57,13,2,0,0,0
90,29132,9745,9741,6451,1642,283,70,11,1,1,0,0
100,29205,9586,9863,6395,1653,297,64,13,1,0,0,0
110,29317,9452,9801,6471,1655,307,64,9,1,0,0,0
120,29300,9457,9849,6411,1696,292,63,6,2,1,0,0
130,29340,9366,9875,6498,1614,306,67,9,2,0,0,0
140,29299,9471,9828,6424,1680,304,60,10,1,0,0,0
150,29460,9278,9840,6364,1743,312,67,11,2,0,0,0
160,29507,9267,9645,6604,1663,306,70,14,1,0,0,0
170,29534,9291,9597,6554,1692,313,80,13,1,2,0,0
180,29563,9160,9727,6538,1711,281,81,14,2,0,0,0
190,29632,9050,9746,6558,1691,319,70,8,1,2,0,0
200,29634,8988,9824,6558,1710,272,75,12,3,1,0,0
210,29604,9074,9776,6561,1651,321,73,15,2,0,0,0
220,29642,8944,9893,6536,1685,291,66,14,4,2,0,0
230,29635,8988,9800,6604,1676,292,65,13,4,0,0,0
240,29546,9072,9823,6642,1628,295,54,14,3,0,0,0
250,29601,9073,9711,6665,1640,315,54,16,2,0,0,0
260,29617,9025,9751,6626,1712,270,63,9,3,1,0,0
270,29720,8898,9706,6717,1650,318,50,18,0,0,0,0
280,29728,8883,9719,6738,1607,316,69,16,1,0,0,0
290,29736,8846,9801,6620,1696,301,61,14,2,0,0,0
300,29763,8869,9717,6636,1694,312,75,8,3,0,0,0
310,29642,8996,9781,6601,1676,295,69,14,2,1,0,0
320,29662,8927,9842,6603,1655,310,62,13,3,0,0,0
330,29746,8798,9902,6541,1697,312,68,10,1,2,0,0
340,29789,8838,9719,6613,1732,302,67,14,3,0,0,0
350,29833,8773,9768,6570,1720,323,69,19,2,0,0,0
360,29717,8908,9734,6646,1696,294,69,11,1,0,1,0
370,29689,8925,9843,6499,1736,303,69,8,5,0,0,0
380,29741,8833,9800,6637,1697,292,60,12,4,1,0,0
390,29624,8962,9900,6541,1659,313,60,13,5,0,0,0
400,29757,8872,9695,6692,1670,306,71,10,3,1,0,0
410,29742,8916,9703,6594,1751,281,72,13,4,1,0,0
420,29757,8862,9750,6602,1726,294,69,15,2,0,0,0
430,29682,8905,9809,6649,1663,281,68,18,2,0,0,0
440,29697,8946,9745,6602,1707,298,61,18,2,1,0,0
450,29622,9035,9764,6571,1719,291,58,14,3,0,0,0
460,29613,9040,9786,6583,1669,299,68,15,4,0,0,0
470,29685,8948,9806,6566,1650,328,80,13,1,0,0,0
480,29716,8886,9722,6733,1653,282,70,14,1,0,0,0
490,29597,9052,9794,6579,1675,298,66,14,2,0,0,0
500,29678,8987,9762,6560,1680,324,59,24,3,0,0,0
510,29701,8922,9775,6591,1718,284,65,18,3,0,0,0
520,29647,8951,9764,6715,1647,268,70,15,0,0,0,0
530,29601,8976,9894,6564,1680,284,65,13,0,0,0,0
540,29634,8991,9766,6653,1661,298,60,11,3,0,0,0
550,29631,8987,9809,6602,1663,314,55,14,2,0,0,0
560,29691,8962,9707,6643,1708,283,61,18,3,1,0,0
570,29700,8890,9841,6585,1655,323,69,12,1,1,0,0
580,29769,8768,9893,6573,1673,310,77,12,2,0,0,0
590,29714,8859,9827,6631,1654,316,60,13,3,0,0,0
600,29677,8986,9708,6622,1716,287,63,12,6,0,0,0
610,29807,8823,9731,6606,1693,324,74,15,3,1,0,0
620,29698,8957,9727,6605,1712,292,66,15,3,2,0,0
630,29693,8868,9799,6721,1635,283,60,13,4,0,1,0
640,29724,8941,9665,6663,1699,308,63,11,1,2,0,0
650,29708,8828,9876,6627,1677,276,72,8,5,0,0,0
660,29554,9046,9874,6615,1599,312,63,8,6,0,0,0
670,29660,8884,9962,6510,1664,319,63,12,2,0,1,0
680,29717,8868,9867,6526,1704,307,71,16,1,0,0,0
690,29688,8954,9716,6656,1686,300,64,10,2,1,0,0
700,29688,8944,9709,6687,1684,293,54,15,3,0,0,0
710,29676,8958,9757,6624,1671,315,60,14,2,0,0,0
720,29728,8882,9780,6606,1687,314,63,15,2,0,0,0
730,29818,8756,9804,6578,1725,314,68,11,3,0,0,0
740,29749,8864,9710,6693,1688,294,61,18,0,0,0,0
750,29823,8743,9754,6688,1682,298,81,6,2,0,0,0
760,29754,8886,9692,6644,1712,316,67,3,3,0,0,0
770,29784,8806,9774,6622,1691,322,65,11,2,0,0,0
780,29706,8878,9808,6641,1660,304,63,15,1,1,0,0
790,29732,8804,9883,6598,1673,316,56,15,0,0,0,0
800,29544,9123,9754,6617,1673,304,51,11,0,0,0,0
810,29741,8802,9860,6602,1703,291,65,12,1,0,0,0
820,29617,8903,9944,6611,1634,298,63,7,0,0,0,0
830,29559,9009,9916,6573,1681,257,70,8,4,0,0,0
840,29582,9016,9884,6530,1709,283,62,9,1,1,0,0
850,29635,8986,9813,6583,1690,286,65,16,3,0,0,0
860,29702,8865,9858,6573,1709,296,59,13,2,0,0,0
870,29600,9002,9857,6597,1640,298,66,14,2,0,1,0
880,29681,8904,9843,6583,1693,293,64,12,3,1,0,0
890,29739,8817,9892,6558,1665,313,77,14,1,1,0,0
900,29662,8929,9874,6551,1663,315,66,13,3,1,0,0
910,29652,8939,9842,6608,1647,310,64,12,3,0,0,0
920,29683,8926,9807,6597,1681,296,73,8,6,0,0,0
930,29754,8866,9739,6632,1689,318,68,6,4,1,0,0
940,29880,8667,9805,6618,1695,329,65,15,1,2,0,0
950,29805,8772,9798,6604,1686,337,61,11,2,1,0,0
960,29858,8661,9869,6588,1696,318,73,11,2,1,0,0
970,29703,8950,9711,6663,1641,320,74,12,3,0,0,0
980,29718,8864,9788,6658,1670,307,57,14,1,0,0,0
990,29709,8832,9900,6574,1683,297,70,11,0,1,0,0
1000,29766,8818,9793,6624,1699,281,78,12,6,0,0,0
1010,29781,8822,9730,6694,1642,319,77,8,4,0,0,0
1020,29824,8773,9737,6642,1709,305,67,19,1,0,0,0
1030,29781,8785,9755,6723,1657,292,65,17,2,0,0,0
1040,29680,8885,9833,6654,1651,298,62,14,0,0,0,0
1050,29830,8767,9739,6630,1708,329,56,15,3,0,0,0
1060,29814,8723,9823,6644,1698,291,63,17,4,0,0,0
1070,29714,8866,9798,6654,1677,282,72,11,2,0,1,0
1080,29687,8884,9819,6648,1679,284,59,15,2,0,0,0
1090,29631,8929,9891,6597,1665,286,64,11,3,0,0,0
1100,29680,8879,9846,6641,1658,306,52,11,4,0,0,0
1110,29750,8839,9751,6698,1649,318,52,17,2,1,0,0
1120,29691,8894,9833,6620,1649,306,64,14,5,1,0,0
1130,29735,8799,9872,6630,1657,307,60,15,2,0,0,0
1140,29631,8928,9945,6521,1672,295,64,19,2,0,0,0
1150,29636,8952,9863,6596,1647,297,68,14,4,0,0,0
1160,29628,8965,9850,6616,1630,299,77,10,1,1,0,0
1170,29649,8931,9887,6559,1646,330,65,9,1,0,0,0
1180,29664,8920,9830,6636,1641,304,69,13,0,0,0,0
1190,29723,8852,9818,6633,1658,308,78,6,1,0,0,0
1200,29588,8970,9943,6559,1632,311,57,17,0,0,0,0
1210,29675,8946,9793,6594,1673,323,58,12,3,0,0,0
1220,29753,8851,9800,6581,1693,313,61,20,5,0,0,0
1230,29643,8988,9813,6564,1686,294,68,19,2,0,0,0
1240,29733,8824,9798,6721,1617,290,83,10,1,0,0,0
1250,29653,8946,9779,6687,1642,293,61,15,1,0,0,0
1260,29751,8848,9765,6666,1650,305,72,17,2,1,0,0
1270,29788,8820,9744,6639,1695,305,62,19,3,2,0,0
1280,29745,8769,9896,6641,1646,294,69,13,2,2,0,0
1290,29666,8887,9828,6705,1625,298,50,15,3,0,0,0
1300,29681,8871,9865,6619,1679,279,75,6,2,0,0,0
1310,29721,8861,9789,6677,1634,314,70,7,4,0,0,0
1320,29688,8909,9814,6610,1674,301,61,17,3,0,0,0
1330,29636,8889,9917,6641,1636,282,60,12,3,1,0,0
1340,29669,8931,9820,6590,1697,289,67,12,1,1,0,0
1350,29780,8829,9803,6505,1773,307,65,12,1,2,0,0
1360,29807,8753,9774,6672,1700,283,75,10,2,1,0,0
1370,29697,8845,9967,6460,1732,286,74,13,2,1,0,0
1380,29720,8853,9858,6597,1646,310,74,14,4,1,0,0
1390,29690,8946,9737,6645,1675,295,79,7,3,0,0,0
1400,29713,8910,9771,6599,1699,296,74,12,3,0,0,0
1410,29800,8819,9624,6794,1661,300,70,8,1,0,0,0
1420,29688,8907,9798,6635,1660,321,54,12,2,0,0,0
1430,29767,8830,9762,6636,1703,290,74,12,2,1,0,0
1440,29701,8870,9866,6553,1718,288,68,9,3,1,0,0
1450,29779,8821,9739,6668,1668,330,56,12,4,0,0,0
1460,29773,8810,9773,6647,1684,314,63,9,3,1,0,0
1470,29712,8872,9834,6568,1731,273,66,20,1,0,0,0
1480,29718,8921,9690,6660,1735,280,61,7,4,1,0,0
1490,29695,8905,9847,6529,1707,316,65,11,2,0,0,0
1500,29661,9035,9702,6592,1685,315,67,16,3,1,0,0
1510,29650,8972,9747,6670,1683,280,59,13,3,0,0,0
1520,29694,8893,9783,6680,1659,287,64,13,4,0,0,0
1530,29751,8805,9819,6632,1703,291,64,10,1,1,0,0
1540,29698,8861,9798,6721,1636,284,63,13,3,0,0,0
1550,29629,8981,9811,6654,1607,304,76,13,1,1,0,0
1560,29708,8882,9820,6594,1699,290,65,16,2,1,0,0
1570,29713,8821,9841,6712,1623,281,66,16,3,1,0,0
1580,29637,8949,9858,6605,1633,317,68,8,2,0,0,0
1590,29631,8929,9917,6549,1680,297,58,14,2,0,0,0
1600,29677,8876,9876,6623,1641,307,60,15,2,0,0,0
1610,29716,8889,9793,6606,1680,313,64,13,3,0,0,0
1620,29804,8736,9844,6625,1668,312,73,12,3,0,0,0
1630,29770,8806,9813,6616,1664,325,67,14,2,0,0,0
1640,29771,8825,9787,6613,1679,316,65,17,2,2,0,0
1650,29719,8818,9851,6672,1643,296,61,13,4,0,0,0
1660,29772,8743,9864,6637,1705,276,69,7,4,0,0,0
1670,29690,8897,9814,6618,1694,284,64,11,4,1,0,0
1680,29607,9007,9811,6612,1685,277,61,15,2,0,0,0
1690,29664,8941,9802,6618,1682,290,63,14,3,0,0,0
1700,29598,9069,9703,6687,1660,278,68,9,5,0,0,0
1710,29729,8883,9686,6778,1619,300,67,11,3,1,0,0
1720,29692,8902,9747,6706,1674,287,56,9,3,1,0,0
1730,29680,8867,9860,6654,1647,289,68,10,1,1,0,0
1740,29655,8922,9850,6620,1658,284,74,13,1,0,0,0
1750,29686,8916,9825,6580,1677,306,78,7,2,0,0,0
1760,29725,8822,9811,6699,1651,297,60,9,3,0,0,0
1770,29732,8868,9777,6630,1687,300,69,10,3,1,0,0
1780,29691,8908,9798,6638,1649,310,70,11,2,0,0,0
1790,29706,8923,9774,6599,1658,337,69,10,1,0,0,0
1800,29767,8819,9775,6622,1721,296,64,10,3,0,0,0
1810,29700,8819,9905,6639,1641,291,67,10,5,0,0,0
1820,29705,8901,9716,6698,1719,266,61,10,1,0,0,0
1830,29728,8815,9847,6668,1633,303,68,12,2,1,0,0
1840,29745,8840,9786,6618,1710,310,56,11,1,0,0,0
1850,29698,8918,9771,6616,1707,284,65,13,5,0,0,0
1860,29668,8985,9732,6621,1691,301,63,10,6,0,0,0
1870,29673,8951,9748,6676,1641,306,67,14,1,0,0,0
1880,29676,8942,9764,6636,1696,277,73,12,1,0,0,0
1890,29750,8865,9758,6621,1673,330,70,9,1,0,0,0
1900,29770,8790,9836,6651,1607,330,76,8,9,0,0,0
1910,29763,8797,9846,6605,1666,318,59,19,4,0,0,0
1920,29759,8805,9855,6601,1638,326,78,12,2,1,0,0
1930,29778,8832,9761,6603,1705,315,65,15,3,0,0,0
1940,29810,8787,9737,6677,1664,308,76,12,5,1,0,0
1950,29750,8837,9804,6576,1729,312,56,12,1,0,0,0
1960,29655,8962,9770,6684,1619,297,72,14,4,0,0,0
1970,29666,8938,9796,6672,1604,313,74,7,6,1,0,0
1980,29804,8780,9704,6745,1668,291,72,9,4,0,0,0
1990,29769,8828,9762,6664,1667,296,61,22,7,1,0,0
2000,29799,8766,9737,6742,1662,286,67,14,3,1,0,0
2010,29607,8982,9859,6624,1616,311,63,12,3,0,0,0
2020,29700,8914,9775,6642,1646,317,65,16,2,0,0,0
2030,29726,8931,9670,6675,1707,276,75,13,4,0,0,0
2040,29710,8885,9838,6544,1716,304,63,14,3,0,0,0
2050,29786,8772,9823,6602,1715,305,53,18,3,0,0,0
2060,29802,8760,9782,6656,1694,303,69,9,1,1,0,0
2070,29718,8916,9751,6598,1700,319,58,14,3,0,0,0
2080,29640,8971,9818,6615,1644,308,62,15,4,0,0,0
2090,29654,8975,9773,6606,1698,305,46,15,5,0,0,0
2100,29643,8977,9765,6655,1679,276,68,11,3,0,0,0
2110,29641,8951,9865,6566,1670,311,56,11,4,2,0,0
2120,29772,8848,9761,6589,1708,311,71,10,6,1,0,0
2130,29746,8879,9692,6708,1667,314,53,11,6,1,0,0
2140,29709,8941,9644,6755,1653,299,61,11,3,1,0,0
2150,29734,8831,9836,6638,1638,311,72,15,2,0,0,0
2160,29715,8900,9764,6646,1658,308,67,15,4,0,0,0
2170,29691,8906,9806,6632,1654,306,60,19,3,0,0,0
2180,29708,8884,9842,6543,1727,286,71,13,2,1,0,0
2190,29765,8763,9861,6618,1716,273,66,9,4,2,0,0
2200,29799,8743,9754,6771,1639,290,65,12,3,1,0,0
2210,29798,8769,9771,6662,1709,283,71,10,3,1,0,0
2220,29821,8760,9722,6697,1696,307,58,14,1,1,0,0
