iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1544940063552,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1544940066563,35922,-9.378819696e+05,280,187,317,407,81,135,55690,1367,20,0,0,0,0
20,1544940068921,34492,-9.497959562e+05,298,390,760,1137,104,152,54306,2701,70,0,0,0,0
30,1544940071552,33016,-9.636896770e+05,377,536,1453,2229,76,140,52421,4501,155,0,0,0,0
40,1544940073904,31435,-9.777814628e+05,349,648,2209,3566,61,136,50410,6367,298,2,0,0,0
50,1544940076010,30174,-9.879583886e+05,460,753,2699,4601,50,107,48886,7716,471,4,0,0,0
60,1544940078162,29261,-9.945680052e+05,485,797,3065,5251,48,107,47946,8522,596,13,0,0,0
70,1544940080139,28674,-9.995071607e+05,516,898,3353,5690,63,91,47212,9134,716,15,0,0,0
80,1544940082172,28297,-1.002103935e+06,465,1008,3627,5839,46,92,46814,9460,792,11,0,0,0
90,1544940084190,28009,-1.004429398e+06,488,1034,3762,6003,59,91,46458,9812,796,11,0,0,0
100,1544940087809,27760,-1.006979646e+06,464,1161,3936,6144,41,79,46146,10054,860,17,0,0,0
110,1544940089869,27716,-1.006830724e+06,464,1198,3986,6091,42,72,46126,10067,866,18,0,0,0
120,1544940091870,27661,-1.007546428e+06,554,1185,4013,6099,48,61,46062,10098,889,28,0,0,0
130,1544940093748,27382,-1.010456083e+06,557,1250,4184,6356,54,60,45607,10502,946,21,1,0,0
140,1544940095679,27466,-1.010042253e+06,560,1291,4191,6273,50,52,45671,10416,970,19,1,0,0
150,1544940097741,27411,-1.009765905e+06,503,1403,4140,6217,51,60,45712,10379,963,23,0,0,0
