iteration,0,1
0,5002,4998
10,5005,4995
20,4997,5003
30,4995,5005
40,5010,4990
50,5005,4995
60,5001,4999
70,4996,5004
80,5014,4986
90,4991,5009
100,4996,5004
110,4997,5003
120,4971,5029
130,5005,4995
140,5021,4979
150,5000,5000
160,5047,4953
170,5030,4970
180,5032,4968
190,5056,4944
200,4979,5021
210,5015,4985
220,5019,4981
230,5026,4974
240,4998,5002
250,5005,4995
260,5051,4949
270,5022,4978
280,5054,4946
290,5029,4971
300,5026,4974
310,4993,5007
320,5004,4996
330,5017,4983
340,5035,4965
350,4996,5004
360,5008,4992
370,5015,4985
380,4990,5010
390,4994,5006
400,4997,5003
410,4983,5017
420,5024,4976
430,5056,4944
440,5007,4993
450,4980,5020
460,5013,4987
470,4953,5047
480,4995,5005
490,5032,4968
500,4971,5029
510,4997,5003
520,4993,5007
530,5025,4975
540,5000,5000
550,4989,5011
560,5002,4998
570,5010,4990
580,5031,4969
590,4993,5007
600,5001,4999
610,4949,5051
620,4965,5035
630,5049,4951
640,4982,5018
650,5016,4984
660,5004,4996
670,4996,5004
680,5001,4999
690,5029,4971
700,5034,4966
710,5003,4997
720,5017,4983
730,5017,4983
740,5005,4995
750,4988,5012
760,5007,4993
770,5015,4985
780,4965,5035
790,4989,5011
800,5035,4965
810,5034,4966
820,4995,5005
830,4973,5027
840,4993,5007
850,5005,4995
860,5016,4984
870,5035,4965
880,5021,4979
890,5010,4990
900,4996,5004
910,5009,4991
920,4963,5037
930,4981,5019
940,5026,4974
950,4977,5023
960,4993,5007
970,5021,4979
980,5032,4968
990,5029,4971
1000,5008,4992
1010,5027,4973
1020,4987,5013
1030,5033,4967
1040,5015,4985
1050,4973,5027
1060,5024,4976
1070,4984,5016
1080,5013,4987
1090,5004,4996
1100,5011,4989
1110,4992,5008
1120,5034,4966
1130,4993,5007
1140,5025,4975
1150,5009,4991
1160,5045,4955
1170,5012,4988
1180,5044,4956
1190,4944,5056
1200,5013,4987
1210,4964,5036
1220,5010,4990
1230,5045,4955
1240,5000,5000
1250,5035,4965
1260,4971,5029
1270,4998,5002
1280,5003,4997
1290,4964,5036
1300,4996,5004
1310,5031,4969
1320,4988,5012
1330,5037,4963
1340,5007,4993
1350,5020,4980
1360,4984,5016
1370,5021,4979
1380,4942,5058
1390,4998,5002
1400,4983,5017
1410,5034,4966
1420,5016,4984
1430,5041,4959
1440,5022,4978
1450,5042,4958
1460,5027,4973
1470,5023,4977
1480,5021,4979
1490,5046,4954
1500,4979,5021
1510,5032,4968
1520,5013,4987
1530,4986,5014
1540,5028,4972
1550,5018,4982
1560,4988,5012
1570,5038,4962
1580,5005,4995
1590,5001,4999
1600,5027,4973
1610,4994,5006
1620,5028,4972
1630,5034,4966
1640,5024,4976
1650,5005,4995
1660,5031,4969
1670,5035,4965
1680,5061,4939
1690,5018,4982
1700,5003,4997
1710,5016,4984
1720,5013,4987
1730,5026,4974
1740,5012,4988
1750,5032,4968
1760,4957,5043
1770,4999,5001
1780,5032,4968
1790,5018,4982
1800,5029,4971
1810,4986,5014
1820,5002,4998
1830,5015,4985
1840,4990,5010
1850,4984,5016
1860,5011,4989
1870,5013,4987
1880,4979,5021
1890,5005,4995
1900,4944,5056
1910,4975,5025
1920,5012,4988
1930,4988,5012
1940,5037,4963
1950,5051,4949
1960,5060,4940
1970,5045,4955
1980,5018,4982
1990,4996,5004
2000,5008,4992
2010,5014,4986
2020,5009,4991
2030,5017,4983
2040,5009,4991
2050,5003,4997
2060,5021,4979
2070,5006,4994
2080,4996,5004
2090,5012,4988
2100,5067,4933
2110,5041,4959
2120,5049,4951
2130,5018,4982
2140,5016,4984
2150,5022,4978
2160,4987,5013
2170,5014,4986
2180,5008,4992
2190,4975,5025
2200,5013,4987
2210,4995,5005
2220,4981,5019
2230,5017,4983
2240,5078,4922
2250,4983,5017
2260,5006,4994
2270,4984,5016
2280,5014,4986
2290,5019,4981
2300,5030,4970
2310,4996,5004
2320,5008,4992
2330,4997,5003
2340,5011,4989
2350,4997,5003
2360,4975,5025
2370,5004,4996
2380,5058,4942
2390,4970,5030
2400,4995,5005
2410,4952,5048
2420,4998,5002
2430,5029,4971
2440,5040,4960
2450,5014,4986
2460,5018,4982
2470,5050,4950
2480,5012,4988
2490,4987,5013
2500,5004,4996
2510,4981,5019
2520,4977,5023
2530,5023,4977
2540,5019,4981
2550,5041,4959
2560,5002,4998
2570,4945,5055
2580,5039,4961
2590,5017,4983
2600,5006,4994
2610,5028,4972
2620,5002,4998
2630,4993,5007
2640,5049,4951
2650,5022,4978
2660,5004,4996
2670,5013,4987
2680,4999,5001
2690,5015,4985
2700,5037,4963
2710,5022,4978
2720,5021,4979
2730,5005,4995
2740,4994,5006
2750,5028,4972
2760,5045,4955
2770,5017,4983
2780,4939,5061
2790,4936,5064
2800,4975,5025
2810,5014,4986
2820,4946,5054
2830,5005,4995
2840,4996,5004
2850,5007,4993
2860,5044,4956
2870,5004,4996
2880,5024,4976
2890,5032,4968
2900,5056,4944
2910,4959,5041
2920,5007,4993
2930,4977,5023
2940,5026,4974
2950,5044,4956
2960,5059,4941
2970,5023,4977
2980,4997,5003
2990,4987,5013
3000,4984,5016
3010,4972,5028
3020,5047,4953
3030,5010,4990
3040,5018,4982
3050,5024,4976
3060,5031,4969
3070,5057,4943
3080,5067,4933
3090,5017,4983
3100,5000,5000
3110,5001,4999
3120,5009,4991
3130,5064,4936
3140,5022,4978
3150,4968,5032
3160,5002,4998
3170,5006,4994
3180,5003,4997
3190,5032,4968
3200,5029,4971
3210,5027,4973
3220,4988,5012
3230,5015,4985
3240,4984,5016
3250,5003,4997
3260,5014,4986
3270,5042,4958
3280,5045,4955
3290,5025,4975
3300,4998,5002
3310,5016,4984
3320,4982,5018
3330,5045,4955
3340,5021,4979
3350,5026,4974
3360,5075,4925
3370,5019,4981
3380,4978,5022
3390,5034,4966
3400,5044,4956
3410,5009,4991
3420,4967,5033
3430,5024,4976
3440,4974,5026
3450,5014,4986
3460,4979,5021
3470,4997,5003
3480,5007,4993
3490,5011,4989
3500,5028,4972
3510,5035,4965
3520,5028,4972
3530,4951,5049
3540,4990,5010
3550,4962,5038
3560,4980,5020
3570,4989,5011
3580,5023,4977
3590,5007,4993
3600,5042,4958
3610,5090,4910
3620,5018,4982
3630,5038,4962
3640,5066,4934
3650,5021,4979
3660,5054,4946
3670,5005,4995
3680,5022,4978
3690,4978,5022
3700,5027,4973
3710,4984,5016
3720,5027,4973
3730,4920,5080
3740,5003,4997
3750,5000,5000
3760,5030,4970
3770,5018,4982
3780,5030,4970
3790,5032,4968
3800,4987,5013
3810,5015,4985
3820,5024,4976
3830,5057,4943
3840,4951,5049
3850,5001,4999
3860,4981,5019
3870,4939,5061
3880,4993,5007
3890,5006,4994
3900,4988,5012
3910,5014,4986
3920,5015,4985
3930,4969,5031
3940,5012,4988
3950,4980,5020
3960,4997,5003
3970,5021,4979
3980,5030,4970
3990,5030,4970
4000,5032,4968
4010,4995,5005
4020,5035,4965
4030,5041,4959
4040,5052,4948
4050,5019,4981
4060,4972,5028
4070,5030,4970
4080,4988,5012
4090,4974,5026
4100,4988,5012
4110,5009,4991
4120,4985,5015
4130,4968,5032
4140,4963,5037
4150,4987,5013
4160,4969,5031
4170,5012,4988
4180,4996,5004
4190,5011,4989
4200,4992,5008
4210,5082,4918
4220,5013,4987
4230,5036,4964
4240,5014,4986
4250,4985,5015
4260,5017,4983
4270,4995,5005
4280,5018,4982
4290,5023,4977
4300,5018,4982
4310,5004,4996
4320,5007,4993
4330,5043,4957
4340,4996,5004
4350,4985,5015
4360,5038,4962
4370,5005,4995
4380,5009,4991
4390,5014,4986
4400,5036,4964
4410,5004,4996
4420,5033,4967
4430,5017,4983
4440,5046,4954
4450,5044,4956
4460,5047,4953
4470,5028,4972
4480,4987,5013
4490,4999,5001
4500,4948,5052
4510,5031,4969
4520,5024,4976
4530,5025,4975
4540,5025,4975
4550,5045,4955
4560,5025,4975
4570,5000,5000
4580,5034,4966
4590,4978,5022
4600,5011,4989
4610,5011,4989
4620,5009,4991
4630,5051,4949
4640,5042,4958
4650,4969,5031
4660,5042,4958
4670,5008,4992
4680,5036,4964
4690,4978,5022
4700,5018,4982
4710,5001,4999
4720,4968,5032
4730,5051,4949
4740,5016,4984
4750,5018,4982
4760,5018,4982
4770,5011,4989
4780,5013,4987
4790,5031,4969
4800,5046,4954
4810,5025,4975
4820,5023,4977
4830,4989,5011
4840,5056,4944
4850,5047,4953
4860,5017,4983
4870,5012,4988
4880,5046,4954
4890,4991,5009
4900,5019,4981
4910,5015,4985
