iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21503,19895,10236,5120,276,37,9,1,0,0,0,0
20,23636,16960,10159,5622,593,83,22,2,0,0,0,0
30,25863,13749,10399,5938,965,129,29,4,0,1,0,0
40,27532,11571,10274,6164,1273,211,46,5,1,0,0,0
50,28277,10685,10097,6273,1427,249,60,7,1,1,0,0
60,28807,10030,10016,6323,1550,274,65,10,2,0,0,0
70,28937,9926,9852,6448,1557,280,67,8,1,1,0,0
80,29187,9641,9740,6540,1592,307,59,9,2,0,0,0
90,29204,9511,9990,6370,1623,303,66,8,1,1,0,0
100,29304,9412,9910,6452,1596,325,68,8,2,0,0,0
110,29351,9404,9759,6559,1632,298,61,10,3,0,0,0
120,29377,9312,9902,6458,1648,303,62,12,3,0,0,0
130,29386,9421,9721,6468,1703,288,75,12,3,0,0,0
140,29479,9242,9829,6433,1714,282,78,16,4,0,0,0
150,29515,9236,9697,6560,1691,282,81,13,2,0,0,0
160,29479,9222,9771,6597,1627,298,64,15,3,0,0,1
170,29557,9110,9816,6526,1682,304,67,13,2,0,0,0
180,29493,9172,9840,6537,1660,292,69,12,2,0,0,0
190,29502,9171,9816,6569,1627,313,62,14,3,0,0,0
200,29551,9139,9725,6653,1616,312,65,13,3,0,0,0
210,29608,9097,9715,6586,1669,312,76,12,2,0,0,0
220,29543,9047,9874,6616,1641,285,57,9,5,0,0,0
230,29633,9009,9763,6612,1696,279,71,11,3,0,0,0
240,29717,8910,9735,6642,1702,292,57,16,5,1,0,0
250,29542,9046,9902,6612,1594,301,57,18,4,0,1,0
260,29570,9098,9777,6586,1672,293,59,16,6,0,0,0
270,29668,8997,9727,6628,1662,300,74,18,3,0,0,0
280,29712,8911,9763,6618,1698,277,78,19,1,0,0,0
290,29656,8964,9829,6551,1681,320,57,16,3,0,0,0
300,29645,8999,9758,6609,1694,293,61,16,2,0,0,0
310,29580,9047,9821,6614,1629,304,68,11,2,1,0,0
