iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21151,20411,10203,5036,233,38,5,0,0,0,0,0
20,22472,18644,10040,5433,407,65,13,2,0,1,0,0
30,23752,16781,10253,5543,616,100,29,2,0,1,0,0
40,25182,14763,10341,5752,864,136,36,1,1,1,0,0
50,26312,13266,10232,5993,1062,158,48,6,0,0,0,0
60,27161,12100,10207,6159,1217,186,41,6,0,0,0,0
70,27783,11283,10187,6212,1341,216,45,10,0,0,0,0
80,28089,10940,10079,6284,1383,236,49,15,2,0,0,0
90,28419,10526,10040,6305,1450,281,43,11,2,0,0,0
100,28660,10225,10035,6316,1470,287,70,13,1,0,0,0
110,28850,10033,9945,6307,1576,283,71,8,4,0,0,0
120,29016,9835,9912,6337,1581,315,61,18,2,0,0,0
130,29066,9776,9849,6401,1630,270,68,14,3,0,0,0
140,29126,9706,9852,6389,1617,306,69,8,4,0,0,0
150,29142,9660,9817,6490,1608,291,59,8,2,0,0,0
160,29198,9609,9808,6491,1576,313,65,16,1,0,0,0
170,29279,9495,9814,6498,1590,320,69,10,2,0,0,0
180,29207,9564,9835,6503,1601,289,65,9,4,0,0,0
190,29250,9482,9869,6509,1597,295,62,9,4,0,0,0
200,29287,9462,9816,6500,1675,261,60,11,4,1,0,0
210,29329,9379,9891,6481,1616,297,69,11,3,1,0,0
220,29450,9297,9745,6519,1688,299,69,8,2,0,0,0
230,29452,9271,9787,6492,1703,300,61,10,1,0,0,0
240,29473,9209,9843,6484,1709,277,66,15,1,0,0,0
250,29571,9125,9770,6494,1749,295,55,15,3,0,0,0
260,29551,9159,9731,6562,1687,311,66,9,1,0,0,0
270,29509,9160,9837,6531,1648,306,76,8,2,0,0,0
280,29546,9119,9788,6590,1659,295,63,13,4,0,0,0
290,29448,9269,9767,6579,1628,305,69,10,2,0,0,0
300,29494,9133,9882,6573,1615,294,74,9,3,0,0,0
310,29498,9226,9758,6520,1690,309,64,10,2,0,0,0
320,29512,9141,9875,6511,1633,320,75,9,1,0,0,0
330,29537,9207,9666,6606,1664,323,70,3,1,0,0,0
340,29612,9057,9796,6516,1704,305,73,12,1,1,0,0
350,29639,9053,9726,6552,1707,327,61,9,3,0,0,0
360,29648,9053,9715,6556,1710,309,68,12,5,1,0,0
370,29719,8931,9786,6507,1725,325,65,14,5,0,0,0
380,29625,9015,9828,6546,1656,318,72,14,3,0,0,0
390,29534,9175,9738,6578,1663,311,64,11,3,0,0,0
400,29605,9007,9911,6446,1737,285,69,13,4,0,0,0
410,29653,8979,9830,6518,1703,310,70,11,2,1,0,0
420,29495,9195,9830,6508,1649,312,77,9,1,1,0,0
430,29513,9186,9788,6529,1684,288,73,14,2,0,0,0
440,29602,9090,9772,6547,1637,343,66,17,3,0,0,0
