iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1544917784087,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1544917786910,35931,-9.379754680e+05,285,210,281,430,84,118,55688,1370,19,0,0,0,0
20,1544917788856,34604,-9.478302481e+05,310,475,492,1135,94,143,54487,2531,59,0,0,0,0
30,1544917790517,33313,-9.608876585e+05,398,691,729,2397,81,149,52769,4171,137,0,0,0,0
40,1544917792420,31835,-9.731596725e+05,425,858,991,3902,74,116,50967,5858,248,4,0,0,0
50,1544917794386,30702,-9.822437755e+05,429,981,1227,5017,56,117,49609,7118,341,9,0,0,0
60,1544917796177,29806,-9.898120498e+05,511,1134,1402,5879,64,108,48442,8179,449,7,0,0,0
70,1544917798166,29154,-9.950978793e+05,511,1219,1594,6468,65,140,47638,8890,540,9,0,0,0
80,1544917800153,28779,-9.985075215e+05,548,1302,1733,6781,60,107,47200,9238,624,15,0,0,0
90,1544917802078,28485,-1.001052252e+06,580,1429,1912,6932,54,101,46833,9504,716,24,0,0,0
100,1544917805220,28260,-1.002976375e+06,553,1509,2034,7034,69,108,46508,9850,700,19,0,0,0
110,1544917807377,28102,-1.003264884e+06,610,1558,2094,6941,65,80,46538,9746,777,16,0,0,0
120,1544917809293,27939,-1.004779799e+06,583,1615,2198,7028,52,82,46314,9984,763,16,0,0,0
130,1544917811336,27785,-1.005930391e+06,548,1679,2302,7072,58,79,46188,10061,807,21,0,0,0
140,1544917813225,27786,-1.005667302e+06,552,1725,2313,7119,59,69,46085,10167,805,20,0,0,0
150,1544917815116,27716,-1.007177438e+06,609,1797,2371,7072,62,76,46006,10181,865,24,1,0,0
160,1544917817006,27671,-1.008530522e+06,621,1812,2540,7089,51,70,45836,10322,896,23,0,0,0
170,1544917818825,27643,-1.007708138e+06,607,1832,2598,6905,70,72,45894,10298,869,16,0,0,0
180,1544917820691,27584,-1.008659611e+06,617,1895,2682,6930,58,66,45800,10328,928,20,1,0,0
190,1544917822127,27486,-1.009701795e+06,644,1921,2824,6885,51,81,45628,10518,905,26,0,0,0
