iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21146,20442,10171,5041,226,41,9,1,0,0,0,0
20,22473,18680,9997,5437,385,80,23,2,0,0,0,0
30,23764,16794,10178,5609,602,98,23,8,1,0,0,0
40,25242,14666,10383,5739,864,138,36,8,0,0,1,0
50,26375,13127,10347,5941,1071,164,39,11,1,0,1,0
60,27271,11998,10193,6093,1265,203,43,8,2,1,0,0
70,27923,11170,10116,6140,1449,224,47,7,1,0,0,0
80,28298,10705,10030,6259,1466,257,50,10,2,0,0,0
90,28592,10393,9872,6338,1564,255,47,15,1,0,0,0
100,28817,10058,9927,6364,1565,274,62,9,1,0,0,0
110,28975,9909,9794,6485,1541,297,58,16,2,0,0,0
120,29138,9746,9729,6463,1621,300,62,16,2,0,0,0
130,29292,9564,9724,6398,1729,289,60,18,3,0,0,0
140,29291,9535,9737,6466,1678,284,67,16,3,0,0,0
150,29361,9410,9742,6542,1651,292,63,13,3,0,0,0
160,29406,9311,9835,6453,1707,293,62,8,2,0,0,0
170,29434,9306,9801,6456,1703,289,74,12,2,0,0,0
180,29493,9233,9739,6537,1704,302,57,9,3,0,0,0
190,29591,9141,9716,6471,1789,290,70,7,2,0,0,0
200,29554,9191,9666,6600,1670,319,64,9,4,0,0,0
210,29596,9104,9713,6578,1708,300,67,9,2,0,0,0
220,29600,9065,9757,6605,1666,303,66,12,3,0,0,0
230,29687,8991,9722,6569,1719,300,70,14,4,1,0,0
240,29720,8932,9688,6686,1653,310,72,12,3,1,0,0
250,29751,8921,9657,6622,1751,302,55,12,6,0,0,0
260,29756,8870,9717,6638,1724,295,57,14,6,0,0,0
270,29763,8877,9693,6640,1723,305,59,13,4,0,0,0
280,29805,8842,9653,6687,1688,313,75,11,3,0,0,0
290,29764,8862,9747,6569,1768,283,67,13,2,2,0,0
300,29792,8857,9710,6589,1722,321,70,9,6,1,0,0
310,29865,8821,9605,6616,1761,322,69,14,4,0,0,0
320,29841,8815,9697,6533,1787,322,68,10,3,1,0,0
330,29862,8781,9692,6574,1763,317,70,13,3,2,0,0
340,29888,8741,9680,6616,1743,323,66,16,3,1,0,0
350,29896,8709,9751,6559,1738,329,80,10,3,2,0,0
360,29803,8807,9752,6614,1696,318,65,16,6,0,0,0
370,29914,8661,9755,6618,1696,345,78,6,3,1,0,0
380,29916,8665,9749,6588,1761,305,76,11,6,0,0,0
390,29837,8770,9746,6624,1677,329,74,14,6,0,0,0
400,29876,8743,9734,6567,1743,319,72,19,3,1,0,0
410,29923,8719,9615,6673,1732,330,68,13,4,0,0,0
420,29905,8711,9684,6627,1740,327,66,11,5,1,0,0
430,29897,8702,9691,6624,1788,300,60,11,4,0,0,0
440,29939,8675,9658,6660,1732,325,69,14,4,1,0,0
450,29949,8730,9523,6702,1772,322,62,12,4,1,0,0
460,29908,8712,9659,6641,1775,292,72,13,4,1,0,0
470,29895,8776,9555,6726,1727,311,65,16,6,0,0,0
480,29872,8748,9633,6744,1672,327,65,11,4,1,0,0
490,29932,8666,9635,6731,1712,323,64,11,3,0,0,0
500,29963,8619,9636,6752,1707,315,71,11,3,0,0,0
510,29938,8672,9615,6731,1723,317,64,16,0,1,0,0
520,29914,8702,9670,6654,1724,323,72,15,2,1,0,0
530,29904,8726,9651,6652,1734,323,70,15,1,1,0,0
540,29851,8775,9698,6618,1726,325,68,14,1,1,0,0
550,29904,8722,9709,6556,1770,326,77,9,2,2,0,0
560,29909,8716,9699,6586,1743,332,75,13,4,0,0,0
570,29931,8748,9601,6591,1789,324,77,13,2,1,0,0
580,29856,8847,9557,6655,1764,312,71,11,4,0,0,0
590,29951,8711,9630,6590,1764,331,83,12,2,3,0,0
600,29946,8654,9709,6587,1779,311,71,16,2,1,1,0
610,29932,8716,9627,6612,1793,309,68,16,3,0,1,0
620,29951,8660,9677,6618,1774,291,87,16,3,0,0,0
630,29906,8750,9646,6605,1756,319,71,17,7,0,0,0
640,29844,8825,9636,6619,1743,328,64,17,1,0,0,0
650,29802,8779,9797,6585,1728,299,69,16,2,0,0,0
660,29886,8702,9705,6659,1736,305,71,11,2,0,0,0
670,29900,8719,9697,6598,1757,313,77,13,3,0,0,0
680,29984,8629,9611,6700,1752,307,78,13,3,0,0,0
690,29948,8668,9696,6583,1766,314,84,15,2,1,0,0
700,29853,8807,9630,6651,1733,312,74,15,2,0,0,0
710,29913,8721,9652,6639,1745,306,85,13,3,0,0,0
720,29878,8685,9765,6620,1738,319,52,17,3,0,0,0
730,29907,8666,9754,6603,1741,327,61,15,3,0,0,0
740,29953,8637,9670,6664,1755,317,68,10,2,1,0,0
750,30029,8577,9618,6629,1837,313,59,11,3,1,0,0
760,30027,8507,9727,6656,1755,326,61,13,4,1,0,0
770,30097,8437,9651,6741,1753,311,67,15,4,1,0,0
780,30082,8480,9665,6698,1720,326,85,16,4,1,0,0
790,30096,8469,9594,6797,1696,330,78,10,6,1,0,0
800,30065,8573,9538,6713,1770,323,76,14,5,0,0,0
810,29936,8712,9628,6604,1797,312,70,15,3,0,0,0
820,29996,8642,9623,6582,1833,320,60,17,4,0,0,0
830,29991,8671,9578,6637,1773,340,65,19,3,0,0,0
840,30027,8604,9587,6640,1828,308,63,13,5,2,0,0
850,30014,8637,9540,6704,1774,326,60,16,4,2,0,0
860,30021,8572,9625,6717,1721,328,78,9,5,1,0,0
870,30029,8574,9590,6734,1741,318,75,11,5,0,0,0
880,29872,8706,9748,6643,1703,315,72,17,1,0,0,0
890,30013,8573,9665,6645,1771,323,72,13,1,1,0,0
900,29968,8637,9649,6673,1739,325,67,12,7,0,0,0
910,29966,8655,9652,6643,1729,343,68,18,3,0,0,0
920,30033,8570,9594,6722,1749,318,75,13,1,2,0,0
930,29988,8626,9593,6701,1783,302,72,9,2,1,0,0
940,29948,8688,9651,6579,1799,331,71,8,1,1,0,0
950,29996,8591,9665,6656,1766,313,74,14,1,1,0,0
960,30005,8629,9553,6724,1766,314,69,15,1,1,0,0
970,29920,8704,9641,6676,1745,285,89,13,3,1,0,0
980,29969,8640,9668,6641,1741,322,75,16,3,2,0,0
990,29960,8661,9675,6598,1768,319,75,15,4,2,0,0
1000,29970,8631,9629,6699,1763,294,75,11,3,2,0,0
1010,29984,8561,9775,6613,1710,332,91,7,4,0,0,0
1020,29919,8717,9592,6738,1707,308,81,12,3,0,0,0
1030,29964,8672,9600,6695,1723,333,73,12,4,1,0,0
1040,30012,8635,9635,6570,1785,346,73,15,5,1,0,0
1050,29896,8737,9664,6629,1744,314,78,10,4,1,0,0
1060,29947,8647,9703,6629,1725,340,71,10,4,1,0,0
1070,29947,8654,9670,6651,1752,317,72,8,5,1,0,0
1080,29942,8632,9701,6664,1752,296,72,14,3,1,0,0
1090,30002,8578,9691,6633,1771,304,78,15,4,1,0,0
1100,29972,8624,9687,6586,1820,316,51,13,8,0,0,0
1110,30027,8516,9756,6581,1787,324,69,13,3,1,0,0
1120,29937,8673,9675,6616,1782,308,69,12,5,0,0,0
1130,29969,8601,9698,6666,1736,322,71,11,2,1,0,0
1140,29899,8692,9766,6570,1719,340,75,12,3,1,0,0
1150,29938,8688,9585,6755,1714,302,80,13,1,1,0,0
1160,29956,8650,9619,6718,1734,320,66,9,5,0,0,0
1170,30011,8601,9619,6687,1717,366,59,13,2,2,0,0
1180,29990,8650,9570,6709,1734,344,62,14,2,2,0,0
1190,29920,8761,9547,6685,1764,312,72,11,3,2,0,0
1200,29800,8866,9661,6613,1734,320,73,5,4,1,0,0
1210,29954,8689,9598,6704,1701,331,86,7,7,0,0,0
1220,29946,8678,9618,6681,1756,315,66,13,2,2,0,0
1230,30016,8568,9663,6662,1754,328,71,8,5,1,1,0
1240,29973,8631,9685,6594,1782,324,73,12,3,0,0,0
1250,29993,8588,9622,6763,1704,320,72,12,3,0,0,0
1260,29985,8612,9645,6678,1749,318,80,5,5,0,0,0
1270,29959,8621,9704,6653,1714,340,73,9,4,0,0,0
1280,29978,8655,9607,6678,1727,342,77,10,3,0,0,0
1290,30008,8607,9617,6680,1742,332,73,14,4,0,0,0
1300,29986,8584,9727,6630,1716,346,65,20,2,1,0,0
1310,30002,8567,9690,6660,1756,312,73,11,4,1,1,0
1320,30035,8551,9613,6717,1764,310,72,9,6,0,0,0
1330,29985,8621,9654,6672,1713,332,84,12,4,0,0,0
1340,30033,8577,9681,6592,1742,340,95,13,3,1,0,0
1350,30011,8594,9626,6699,1722,326,82,14,2,0,1,0
1360,30023,8606,9602,6647,1764,360,61,8,6,0,0,0
1370,29992,8620,9641,6658,1740,337,71,15,2,1,0,0
1380,29932,8689,9660,6667,1690,348,76,9,6,0,0,0
1390,29977,8581,9753,6631,1699,341,76,12,7,0,0,0
1400,29969,8638,9707,6569,1761,346,68,16,3,0,0,0
1410,29905,8697,9647,6744,1683,304,80,14,3,0,0,0
1420,29910,8736,9616,6651,1765,320,60,16,3,0,0,0
1430,29984,8583,9685,6682,1736,322,74,8,3,0,0,0
1440,29953,8668,9659,6619,1763,330,67,14,4,0,0,0
1450,29931,8726,9598,6640,1783,318,62,12,6,1,0,0
1460,30018,8622,9567,6707,1737,328,78,16,4,0,0,0
1470,29991,8604,9630,6709,1729,331,68,13,2,0,0,0
1480,29913,8648,9712,6720,1677,319,77,8,3,0,0,0
1490,29984,8614,9648,6653,1778,318,70,10,2,0,0,0
1500,29892,8704,9723,6604,1751,321,71,8,3,0,0,0
1510,29943,8601,9777,6604,1743,326,75,6,2,0,0,0
1520,29982,8614,9689,6624,1723,363,71,8,3,0,0,0
1530,29981,8664,9626,6593,1774,364,61,12,2,0,0,0
1540,29950,8675,9641,6656,1728,342,69,12,4,0,0,0
1550,29918,8745,9622,6585,1801,325,66,12,3,0,0,0
1560,29966,8679,9639,6594,1760,352,74,11,1,1,0,0
1570,29968,8676,9590,6646,1792,323,76,4,2,0,0,0
1580,29973,8620,9670,6653,1758,307,83,11,2,0,0,0
1590,29936,8673,9662,6667,1716,340,68,13,2,0,0,0
1600,29971,8680,9559,6710,1734,344,63,13,3,0,0,0
1610,29967,8661,9628,6649,1755,324,80,11,2,0,0,0
1620,29976,8607,9716,6595,1755,347,71,8,2,0,0,0
1630,30021,8598,9649,6584,1800,339,73,9,3,1,0,0
1640,29913,8668,9720,6628,1746,325,66,9,1,1,0,0
1650,29898,8743,9637,6643,1752,317,75,9,2,1,0,0
1660,29863,8783,9639,6664,1721,321,68,17,1,0,0,0
1670,29898,8723,9717,6566,1742,348,68,14,1,0,0,0
1680,29946,8694,9664,6567,1785,336,64,18,3,0,0,0
1690,29950,8609,9813,6488,1805,332,66,11,2,1,0,0
1700,29949,8660,9748,6493,1804,327,83,11,2,0,0,0
1710,29975,8604,9724,6587,1780,312,83,10,2,0,0,0
1720,30079,8577,9582,6579,1816,352,70,21,1,0,0,0
1730,30040,8565,9689,6562,1782,344,70,20,5,0,0,0
1740,30026,8625,9601,6614,1772,340,77,18,4,0,0,0
1750,30046,8560,9676,6549,1807,363,60,13,3,0,0,0
1760,29933,8660,9708,6613,1751,330,67,14,1,0,0,0
1770,29968,8619,9707,6580,1814,307,63,17,2,0,0,0
1780,29969,8722,9511,6685,1773,331,73,11,2,0,0,0
1790,29932,8712,9636,6618,1772,314,72,19,2,0,0,0
1800,29993,8623,9613,6716,1708,325,76,18,4,1,0,0
1810,29992,8681,9538,6697,1731,347,71,17,2,1,0,0
1820,29919,8756,9572,6690,1721,316,82,18,2,1,0,0
1830,30032,8638,9578,6584,1815,334,75,17,4,0,0,0
1840,30058,8618,9512,6693,1757,333,82,21,3,0,0,0
1850,30056,8620,9564,6595,1796,343,81,17,5,0,0,0
1860,30029,8603,9621,6631,1756,331,84,20,2,0,0,0
1870,29990,8660,9588,6683,1724,320,89,22,1,0,0,0
1880,30020,8611,9563,6724,1751,308,77,22,1,0,0,0
1890,30005,8606,9619,6696,1723,334,76,17,1,0,0,0
1900,30075,8482,9657,6678,1770,336,67,11,1,0,0,0
1910,30014,8571,9623,6716,1759,307,69,17,1,0,0,0
1920,30028,8572,9631,6671,1754,332,72,15,1,1,0,0
1930,30028,8525,9732,6596,1787,321,71,15,2,0,0,0
1940,29933,8621,9748,6656,1727,289,87,12,3,1,0,0
1950,30025,8563,9614,6734,1737,311,74,16,2,1,0,0
1960,30010,8545,9695,6665,1779,288,78,14,2,1,0,0
1970,30093,8486,9590,6745,1757,311,76,16,2,1,0,0
1980,30108,8458,9606,6735,1759,323,70,13,5,0,0,0
1990,30058,8546,9590,6677,1805,321,66,13,1,0,0,0
2000,30122,8509,9507,6768,1725,350,79,12,3,2,0,0
2010,30148,8440,9600,6675,1783,332,76,21,1,1,0,0
2020,30124,8450,9567,6777,1737,337,70,11,4,0,0,0
2030,30019,8555,9633,6708,1772,317,55,15,3,0,0,0
2040,29978,8684,9535,6708,1757,333,69,12,1,0,0,0
2050,30026,8645,9499,6722,1755,352,62,13,2,1,0,0
2060,30061,8562,9547,6747,1732,335,78,11,4,0,0,0
2070,29983,8708,9449,6825,1666,367,62,12,4,1,0,0
2080,30058,8576,9560,6676,1782,343,68,11,2,1,0,0
2090,30040,8528,9658,6712,1711,341,65,18,4,0,0,0
2100,29965,8648,9669,6638,1720,347,72,14,4,0,0,0
2110,29925,8721,9623,6648,1733,347,64,13,3,0,0,0
2120,29964,8653,9682,6588,1743,371,64,11,1,0,0,0
