iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21246,20289,10197,5047,248,39,11,0,0,0,0,0
20,22699,18283,10132,5445,423,69,24,2,0,0,0,0
30,24084,16260,10349,5580,674,100,27,3,0,0,0,0
40,25555,14196,10378,5893,874,137,43,1,0,0,0,0
50,26763,12579,10339,6055,1112,177,44,6,2,0,0,0
60,27667,11353,10284,6252,1259,216,40,5,0,1,0,0
70,28212,10675,10206,6293,1402,239,42,8,0,0,0,0
80,28542,10274,10168,6338,1404,279,62,10,0,0,0,0
90,28730,10031,10125,6369,1495,265,53,7,1,1,0,0
100,29077,9605,10005,6527,1512,284,58,7,2,0,0,0
110,29187,9428,10060,6521,1524,283,65,7,2,0,0,0
120,29297,9377,9916,6533,1585,296,63,9,1,0,0,0
130,29345,9255,9960,6595,1585,266,57,9,3,2,0,0
140,29403,9254,9858,6599,1604,278,66,12,3,0,0,0
150,29523,9056,9909,6616,1602,299,56,13,2,1,0,0
160,29461,9211,9818,6583,1633,297,60,9,4,1,0,0
170,29618,9016,9769,6634,1676,289,57,15,2,1,0,0
180,29490,9114,9953,6523,1607,298,76,15,0,1,0,0
190,29528,9121,9829,6555,1678,288,67,10,0,1,0,0
200,29588,9040,9832,6577,1659,302,64,10,3,2,0,0
210,29518,9141,9790,6608,1667,269,74,6,3,1,0,0
220,29550,9031,9940,6507,1694,278,63,11,3,0,0,0
230,29519,9151,9781,6610,1642,295,65,11,3,0,0,0
240,29485,9119,9916,6559,1633,289,63,10,3,0,0,0
250,29492,9140,9890,6551,1619,306,58,18,3,0,0,0
260,29634,8994,9821,6558,1688,294,74,12,1,1,0,0
270,29561,9079,9819,6558,1699,287,65,7,2,0,0,0
280,29529,9084,9899,6534,1650,306,65,7,3,0,0,0
290,29639,8933,9919,6517,1679,317,59,12,2,0,0,0
300,29501,9149,9858,6539,1644,316,53,16,0,1,0,0
310,29615,9043,9743,6615,1694,297,51,17,1,1,0,0
320,29541,9125,9814,6557,1642,317,70,8,3,0,0,0
330,29593,9003,9845,6623,1636,302,65,9,1,0,0,0
340,29642,8942,9894,6517,1704,305,59,11,3,0,0,0
350,29627,8991,9733,6718,1660,275,62,9,2,0,0,0
360,29671,8968,9748,6602,1715,306,55,11,0,0,1,0
370,29634,8934,9913,6573,1619,316,75,12,1,0,0,0
380,29534,9069,9883,6582,1639,288,74,8,0,0,0,0
390,29578,9060,9757,6688,1620,298,63,13,0,0,0,0
400,29648,8949,9771,6708,1632,293,64,11,1,0,0,0
410,29683,8898,9844,6607,1651,316,62,14,2,0,0,0
420,29713,8895,9796,6620,1642,325,67,17,2,0,0,0
430,29685,8877,9859,6617,1656,311,55,14,3,0,0,0
440,29763,8798,9823,6619,1698,292,65,18,1,0,0,0
450,29763,8825,9798,6614,1663,338,62,12,2,0,0,0
460,29773,8797,9819,6606,1688,311,65,17,1,0,0,0
470,29769,8841,9779,6580,1706,318,67,14,3,0,0,0
480,29664,9004,9726,6620,1677,289,78,13,5,1,0,0
490,29655,9051,9695,6572,1706,311,72,12,2,1,0,0
500,29686,8919,9825,6559,1707,299,68,12,2,0,0,0
