iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1540719070120,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1540719080885,35831,-9.389883262e+05,305,230,322,481,76,121,55563,1493,21,0,0,0,0
20,1540719089773,34378,-9.494835003e+05,320,342,710,1258,81,158,54256,2775,44,2,0,0,0
30,1540719096356,32993,-9.639747352e+05,368,526,1320,2434,75,133,52389,4525,158,5,0,0,0
40,1540719103978,31522,-9.770283276e+05,418,682,1944,3635,68,118,50510,6271,294,2,0,0,0
50,1540719110500,30314,-9.867017479e+05,451,795,2388,4651,68,106,49059,7589,417,12,0,0,0
60,1540719118179,29410,-9.945041190e+05,494,922,2885,5260,52,111,48009,8424,632,12,0,0,0
70,1540719124797,28865,-9.986783665e+05,508,1052,3108,5568,75,91,47384,8997,683,13,0,0,0
80,1540719132440,28535,-1.000115769e+06,508,1058,3278,5794,59,85,47061,9263,740,13,0,0,0
90,1540719139052,28347,-1.002586256e+06,524,1158,3417,5891,67,80,46759,9516,785,17,0,0,0
100,1540719149601,28000,-1.006218993e+06,535,1246,3609,6182,61,72,46241,9982,839,15,0,0,0
110,1540719155712,27890,-1.005945473e+06,519,1336,3700,6077,60,62,46249,9916,898,14,0,0,0
120,1540719163185,27780,-1.007410202e+06,570,1367,3781,6141,57,48,46027,10155,876,19,0,0,0
130,1540719169229,27732,-1.007227704e+06,540,1341,3939,5979,52,47,46108,10054,901,14,0,0,0
140,1540719176519,27674,-1.007964630e+06,583,1368,4021,6028,53,74,45901,10249,903,24,0,0,0
150,1540719182591,27554,-1.008245247e+06,532,1357,4069,6095,49,44,45898,10239,913,27,0,0,0
160,1540719189710,27616,-1.009139710e+06,560,1402,4077,6125,59,74,45779,10320,957,21,0,0,0
170,1540719195856,27459,-1.009704530e+06,600,1447,4182,6084,49,64,45666,10424,959,28,0,0,0
180,1540719203247,27587,-1.009306046e+06,588,1479,4110,5972,65,72,45815,10260,980,22,0,0,0
190,1540719209110,27549,-1.010194229e+06,623,1477,4223,5941,57,65,45755,10291,998,33,0,0,0
