iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21237,20321,10154,5079,227,51,8,0,0,0,0,0
20,22637,18381,10089,5473,405,76,15,0,0,1,0,0
30,24129,16232,10228,5723,635,105,22,2,0,1,0,0
40,25675,13980,10447,5922,871,148,26,7,1,0,0,0
50,26815,12440,10434,6085,1054,206,35,6,2,0,0,0
60,27765,11172,10344,6297,1243,198,45,10,3,0,0,0
70,28312,10591,10179,6246,1439,244,52,11,2,1,0,0
80,28613,10163,10174,6354,1447,257,58,8,1,1,1,0
90,28872,9850,10088,6435,1508,248,62,12,1,0,1,0
100,29181,9447,10102,6426,1558,281,68,11,1,2,0,0
110,29239,9473,9903,6504,1595,292,55,12,4,0,0,0
120,29388,9252,9971,6461,1625,295,71,13,1,0,0,0
130,29443,9145,9976,6542,1598,296,61,12,4,0,0,0
140,29411,9262,9858,6537,1649,285,62,9,4,0,0,0
150,29446,9206,9916,6480,1640,309,68,10,2,0,0,0
160,29400,9248,9924,6542,1581,281,82,18,1,0,0,0
170,29452,9226,9807,6634,1566,301,73,16,2,0,0,0
180,29494,9158,9913,6436,1698,288,78,11,1,0,0,0
190,29637,8983,9825,6560,1694,293,74,9,2,0,0,0
200,29607,9045,9849,6485,1670,339,71,10,1,0,0,0
210,29677,8950,9756,6654,1648,305,74,12,1,0,0,0
220,29835,8796,9745,6547,1733,323,85,11,2,0,0,0
230,29775,8866,9752,6516,1773,311,78,4,2,0,0,0
240,29748,8831,9799,6632,1687,293,73,11,3,0,0,0
250,29759,8864,9736,6630,1696,305,71,14,0,2,0,0
260,29685,9009,9698,6567,1718,319,66,13,1,1,0,0
270,29728,8863,9811,6608,1670,309,75,11,2,0,0,0
280,29696,8899,9821,6603,1669,300,75,12,1,1,0,0
290,29605,9029,9837,6527,1700,304,57,15,1,2,0,0
300,29634,8932,9873,6632,1630,293,68,11,3,1,0,0
310,29746,8884,9779,6565,1685,334,61,20,3,0,0,0
320,29771,8837,9781,6571,1725,306,70,13,3,0,0,0
330,29747,8869,9789,6571,1687,336,63,10,4,1,0,0
340,29692,8936,9769,6640,1623,332,66,17,2,0,0,0
350,29697,8979,9719,6565,1723,314,60,17,3,0,0,0
360,29651,8993,9742,6653,1652,305,63,14,4,0,0,0
370,29565,9106,9731,6682,1602,314,58,16,2,1,0,0
380,29654,8969,9771,6651,1650,298,69,13,0,2,0,0
390,29618,9014,9816,6580,1657,309,67,13,2,1,0,0
400,29606,9051,9777,6589,1675,290,69,19,1,0,0,0
410,29673,8907,9834,6653,1611,311,72,16,0,0,0,0
420,29719,8864,9815,6632,1660,293,76,18,0,0,0,0
430,29718,8852,9856,6584,1676,304,72,15,0,0,0,0
440,29735,8903,9723,6636,1684,307,75,13,1,0,0,0
450,29773,8774,9826,6634,1698,297,55,18,2,0,0,0
460,29772,8828,9749,6650,1687,310,65,15,1,0,0,0
470,29767,8864,9709,6654,1682,315,72,14,0,0,0,0
480,29765,8793,9819,6653,1649,318,61,17,2,0,0,0
490,29784,8809,9742,6689,1659,305,70,16,3,0,0,0
500,29747,8866,9739,6679,1636,328,65,14,3,0,0,0
510,29802,8799,9736,6662,1670,323,74,7,4,0,0,0
520,29853,8711,9782,6624,1724,286,78,16,3,0,0,0
530,29870,8659,9825,6627,1684,330,73,9,0,0,0,0
540,29790,8816,9729,6640,1726,296,63,15,2,0,0,0
550,29808,8799,9802,6518,1748,304,82,13,2,1,0,0
560,29733,8915,9701,6661,1665,312,76,12,1,1,0,0
570,29732,8915,9775,6525,1725,310,81,12,1,1,0,0
580,29784,8888,9625,6673,1709,319,66,11,2,0,0,0
590,29782,8801,9764,6643,1713,293,68,10,3,0,0,0
600,29780,8778,9814,6616,1722,286,66,11,4,0,0,0
610,29795,8734,9825,6674,1669,303,61,14,2,0,0,0
620,29701,8832,9917,6605,1625,306,77,10,2,2,0,0
630,29723,8861,9807,6654,1641,292,79,18,2,0,0,0
