iteration,0,1,2,3,4,5,6,7,8,9,10,11
0,0,57077,0,0,0,0,0,0,0,0,0,0
10,21108,20549,10076,5056,243,34,11,0,0,0,0,0
20,22370,18819,9994,5417,387,72,16,1,1,0,0,0
30,23687,16904,10173,5571,626,89,25,1,1,0,0,0
40,25064,14943,10310,5738,850,135,34,3,0,0,0,0
50,26390,13160,10248,5988,1059,175,54,2,1,0,0,0
60,27205,12057,10253,6077,1223,192,59,11,0,0,0,0
70,27856,11227,10166,6180,1349,231,51,15,2,0,0,0
80,28261,10761,10061,6207,1453,261,56,16,1,0,0,0
90,28546,10508,9812,6354,1502,272,68,14,0,1,0,0
100,28719,10255,9831,6389,1518,283,68,14,0,0,0,0
110,28864,10085,9836,6330,1579,305,60,17,0,0,1,0
120,28901,10052,9792,6358,1594,303,65,10,2,0,0,0
130,29140,9726,9791,6401,1621,318,71,8,0,0,1,0
140,29188,9693,9733,6427,1638,317,70,9,1,1,0,0
150,29255,9641,9682,6461,1619,321,80,16,2,0,0,0
160,29293,9613,9694,6370,1683,335,69,15,5,0,0,0
170,29289,9590,9719,6361,1731,293,81,13,0,0,0,0
180,29384,9517,9589,6465,1727,308,74,9,4,0,0,0
190,29483,9319,9686,6471,1725,303,75,12,3,0,0,0
200,29664,9086,9657,6530,1714,343,67,14,2,0,0,0
210,29643,9188,9559,6497,1772,337,62,18,0,1,0,0
220,29600,9216,9567,6576,1700,328,73,16,0,1,0,0
230,29557,9246,9628,6537,1691,329,72,14,2,1,0,0
240,29622,9092,9756,6454,1759,310,67,13,4,0,0,0
250,29662,9083,9630,6583,1716,327,54,15,6,1,0,0
260,29653,9089,9700,6475,1749,319,77,10,5,0,0,0
270,29700,9091,9589,6503,1775,333,72,10,4,0,0,0
280,29730,9025,9634,6498,1764,346,59,18,3,0,0,0
290,29774,8964,9606,6547,1784,314,67,17,3,1,0,0
300,29752,8969,9621,6567,1784,297,69,15,2,1,0,0
310,29840,8829,9655,6594,1745,334,59,16,5,0,0,0
320,29800,8939,9572,6591,1764,324,69,14,3,1,0,0
330,29836,8918,9532,6577,1809,326,58,18,3,0,0,0
340,29954,8728,9582,6622,1760,334,75,17,5,0,0,0
350,29934,8743,9577,6650,1747,335,72,17,2,0,0,0
360,29899,8812,9555,6603,1799,320,75,12,2,0,0,0
370,29961,8700,9601,6601,1796,332,74,12,0,0,0,0
380,29910,8750,9659,6566,1752,347,83,10,0,0,0,0
390,29925,8761,9585,6617,1767,328,74,17,3,0,0,0
400,29977,8747,9557,6555,1767,378,80,15,1,0,0,0
410,29970,8702,9547,6689,1735,346,73,14,1,0,0,0
420,29949,8731,9552,6695,1697,363,78,10,2,0,0,0
430,29956,8739,9540,6649,1751,359,71,10,2,0,0,0
440,29932,8752,9621,6546,1792,342,77,15,0,0,0,0
450,29865,8805,9670,6542,1767,349,62,15,2,0,0,0
460,29841,8880,9598,6545,1802,328,65,16,2,0,0,0
470,29981,8733,9536,6580,1805,355,75,9,3,0,0,0
480,30074,8532,9619,6606,1847,312,71,13,3,0,0,0
490,30004,8716,9513,6600,1801,348,77,15,3,0,0,0
500,29964,8778,9451,6657,1825,314,67,15,5,1,0,0
510,29976,8669,9646,6583,1757,351,82,12,1,0,0,0
520,29987,8663,9618,6634,1723,348,86,16,2,0,0,0
530,30012,8633,9622,6608,1751,354,81,13,2,1,0,0
540,29928,8740,9626,6606,1728,357,78,10,4,0,0,0
550,30021,8636,9598,6604,1776,344,79,17,2,0,0,0
560,30080,8586,9578,6580,1796,361,71,22,1,2,0,0
570,30033,8684,9512,6602,1786,370,66,19,5,0,0,0
580,29980,8696,9580,6601,1784,352,68,14,2,0,0,0
590,30046,8587,9630,6585,1784,352,76,14,2,1,0,0
600,30060,8538,9665,6613,1742,366,82,8,3,0,0,0
610,30104,8499,9615,6620,1804,352,70,12,1,0,0,0
620,30039,8564,9646,6616,1807,309,74,20,2,0,0,0
630,30034,8628,9542,6658,1795,331,67,22,0,0,0,0
640,29989,8657,9623,6576,1826,314,74,16,2,0,0,0
650,30023,8621,9606,6607,1791,339,69,18,3,0,0,0
