iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1545040656526,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1545040708635,35402,-9.429734574e+05,337,281,515,728,69,118,55060,1986,31,0,0,0,0
20,1545040759776,33045,-9.636173785e+05,340,587,1367,2289,95,124,52436,4481,159,1,0,0,0
30,1545040808217,30682,-9.840415080e+05,388,926,2381,4070,90,114,49535,7123,411,8,0,0,0
40,1545040855507,29326,-9.943783173e+05,402,1003,2984,5151,57,113,47977,8501,588,11,0,0,0
50,1545040897774,28523,-1.000974518e+06,471,1189,3390,5678,41,97,47006,9293,761,17,0,0,0
60,1545040939383,28066,-1.005766372e+06,526,1363,3655,5966,46,76,46341,9860,856,20,0,0,0
70,1545040981243,27852,-1.006363095e+06,468,1415,3709,6130,49,81,46186,9951,919,21,0,0,0
80,1545041024649,27668,-1.007491467e+06,435,1498,3931,6046,37,58,45987,10204,857,29,0,0,0
90,1545041068669,27613,-1.009034014e+06,532,1554,3986,6132,41,52,45810,10262,981,23,1,0,0
100,1545041113591,27552,-1.008901537e+06,483,1561,4144,5927,50,69,45872,10202,978,24,1,0,0
110,1545041157241,27560,-1.009305521e+06,531,1648,4080,5950,46,51,45824,10222,1009,22,0,0,0
120,1545041201237,27516,-1.009198549e+06,556,1696,4063,5861,58,69,45809,10253,995,20,0,0,0
130,1545041241387,27408,-1.010681811e+06,600,1672,4222,5938,53,50,45602,10442,1006,27,0,0,0
140,1545041282716,27516,-1.010037469e+06,604,1707,4242,5725,53,64,45699,10382,975,21,0,0,0
150,1545041322964,27396,-1.010981971e+06,606,1729,4283,5800,65,54,45578,10489,983,26,1,0,0
160,1545041363398,27336,-1.011465487e+06,587,1859,4334,5821,58,62,45464,10530,1059,23,1,0,0
170,1545041404635,27360,-1.011485672e+06,644,1833,4260,5801,61,53,45507,10508,1042,20,0,0,0
180,1545041446427,27467,-1.010631206e+06,637,1882,4260,5579,56,61,45681,10353,1008,34,1,0,0
190,1545041487005,27350,-1.011047766e+06,688,1902,4239,5657,58,58,45564,10452,1034,26,1,0,0
200,1545041528280,27444,-1.010275015e+06,694,1881,4225,5634,48,49,45573,10511,959,34,0,0,0
210,1545041568829,27440,-1.011457190e+06,685,1974,4245,5629,47,46,45552,10457,1035,33,0,0,0
220,1545041610303,27422,-1.011199673e+06,690,2014,4192,5607,55,51,45615,10355,1068,38,1,0,0
230,1545041653026,27423,-1.011298637e+06,659,1974,4236,5635,49,53,45551,10475,1023,27,1,0,0
